stressed	{(stress)}
remoter	{(remote)}>er>
malaises	{(malaise)}
yachting	{(yacht)}
bedpans	{(bed)}{(pan)}
interludes	{(interlude)}
directive	{(direct)}>ive>
uniforms	{<uni<(form)}
itemized	{(item)}>ize>
bologna	{(bologna)}
pooh	{(pooh)}
condensed	{(condense)}
treasonably	{(treason)}>able>>y>
unfalteringly	<un<{(falter)}>ly>
bloodshed	{(blood)}{(shed)}
ersatz	{(ersatz)}
beatrice	{(beatrice)}
stolidity	{(stolid)}>ity>
straddle	{(straddle)}
cassius	{(cassius)}
centigrade	{<centi<(grade)}
hatted	{(hat)}{(ted)}
thoughtfulness	{(thought)}>ful>>ness>
featherbed	{(feather)}{(bed)}
hodgepodge	{(hodgepodge)}
empress	{(empress)}
specializing	{(special)}>ize>
spinelessly	{(spine)}>less>>ly>
whoop	{(whoop)}
hairdressers	{(hair)}{(dress)}>er>
interrupt	{<inter<(rupt)}
valmet	{(val)}{(met)}
concordats	{<co<(cord)>at>}
lattices	{(lattice)}
hellcats	{(hell)}{(cat)}
booboo	{(booboo)}
cased	{(case)}
disinfected	<dis<{<in<(fect)}
compensatory	{(compensate)}>ory>
hangin	{(han)}{(gin)}
stagnated	{(stagn)>ate>}
uvula	{(uvula)}
accordance	{(accord)}>ance>
shanghaied	{(shanghai)}
wildcats	{(wild)}{(cat)}
view	{(view)}
dilettanti	{(dilettanti)}
nebulousness	{(nebul)>ious>}>ness>
parting	{(part)}
polonaise	{(polonaise)}
ethyls	{(ethyl)}
hairpin	{(hair)}{(pin)}
penn	{(penn)}
mogul	{(mogul)}
robbins	{(robbins)}
dipped	{(dip)}
aloofly	{(aloof)}>ly>
fanfares	{(fanfare)}
latter's	{(latter)}
loquacity	{(loqu)>ity>}
park	{(park)}
hallmarking	{(hall)}{(mark)}
prejudges	<pre<{(judge)}
showerier	{(shower)}>y>>er>
swampy	{(swamp)}>y>
temperamental	{(temper)>ment>}>al>
prodigality	{(prodig)>al>}>ity>
seaborne	{(sea)}{(borne)}
chiropody	{(chiro)(podo)>y>}
benefices	{(benefice)}
emeritus	{(emeritus)}
screens	{(screen)}
shaken	{(shake)}>en>
honked	{(honk)}
entertainments	{<inter<(tain)}>ment>
albright	{(albright)}
sandalphon	{(sandal)}{(phon)}
midpoints	{(mid)}{(point)}
reflexes	{<re<(flex)}
tapered	{(taper)}
jumbling	{(jumble)}
unfavourably	<un<{(favour)}>able>>y>
prostitution	{<pro<(stitute)}>ion>
severance	{(sever)}>ance>
chefs	{(chef)}
magnums	{(magnum)}
forced	{(force)}
incontinent	<im<{(contain)>ant>}
bloodiest	{(blood)}>y>>est>
unequaled	<un<{(equi)>al>}
murky	{(murk)}>y>
nosiness	{(nose)}>y>>ness>
associated	{<a<(socio)>ate>}
montserrat	{(mont)(serrat)}
terminologies	{(termin)(log)>y>}
quarterdeck	{(quarter)}{(deck)}
intersperse	{<inter<(sperse)}
ferried	{(ferry)}
carburettor	{(carburettor)}
beachhead	{(beach)}{(head)}
sandpit	{(sand)}{(pit)}
yearningly	{(yearn)}>ly>
thirty	{(three)>ity>}
swath	{(swath)}
chauvinistically	{(chauvin)>ist>}>ic>>ly>
emit	{(emit)}
birdbath	{(bird)}{(bath)}
perfection	{<per<(fect)}>ion>
foes	{(foe)}
mechanistic	{(mechan)>ist>}>ic>
chevalier	{(chevalier)}
vituperatively	{(vituperate)}>ive>>ly>
ateliers	{(atelier)}
bicyclist	{<bi<(cycle)}>ist>
restoratives	{(restore)}>ive>
moose	{(moose)}
distress	{(distress)}
construes	{(construe)}
stride	{(stride)}
deluded	{(delude)}
drug	{(drug)}
grammatical	{(grammatic)}>al>
chesterfields	{(chesterfield)}
toy	{(toy)}
abscissa	{(abscissa)}
garrotting	{(garrotte)}
angora	{(angora)}
inspections	{<in<(spect)}>ion>
tomtits	{(tom)}{(tit)}
maintaining	{(maintain)}
delineated	{<de<(line)>ate>}
interns	{<in<(tern)}
sign	{(sign)}
fallacy	{(fall)>acy>}
moneylenders	{(money)}{(lend)}>er>
preponderating	{(preponder)>ate>}
demigod	<demi<{(god)}
dismantled	<dis<{(mantle)}
dues	{(du)}
foul	{(foul)}
ellwood	{(ellwood)}
lois	{(lois)}
heavily	{(heavy)}>ly>
meddled	{(meddle)}
munitions	{(munition)}
spoonfeeds	{(spoon)}{(feed)}
bristles	{(bristle)}
blenders	{(blend)}>er>
septic	{(septic)}
prostate	{(prostate)}
keepsake	{(keep)}{(sake)}
controverts	{(contra)(vert)}
latency	{(latency)}
stagnates	{(stagn)>ate>}
icing	{(ice)}
accreting	{(accrete)}
itemizing	{(item)}>ize>
triumvirs	{(triumvir)}
incipient	{(incipi)>ant>}
reunites	<re<{(un)}>ite>
longfellow's	{(long)(fellow)}
ed	{(ed)}
ninepences	{(nine)(pence)}
stockpiled	{(stock)}{(pile)}
transfiguration	<trans<{(figure)}>ion>
befits	<be<{(fit)}
dakota	{(dakota)}
choosiest	{(choose)}>y>>est>
cogitating	{(cogitate)}
retards	{<re<(tard)}
steps	{(step)}
cast	{(cast)}
testate	{(test)>ate>}
stanchions	{(stanchion)}
embroil	{<en<(broil)}
sisterly	{(sister)}>ly>
ornithological	{(ornitho)(log)>ic>>al>}
testimonial	{(test)(mony)}>al>
stroking	{(stroke)}
hangups	{(hang)}{(up)}
oddment	{(odd)}>ment>
imaginations	{(imagine)}>ion>
oceans	{(ocean)}
teaspoons	{(tea)}{(spoon)}
commoners	{(common)}>er>
dredges	{(dredge)}
propagandist	{(propag)>anda>>ist>}
deja	{(deja)}
rickets	{(rickets)}
advisable	{(advise)}>able>
suburbia	{<sub<(urb)>ia>}
tobies	{(toby)}
elizabeth	{(elizabeth)}
toothless	{(tooth)}>less>
disobeying	<dis<{(obey)}
adjectives	{(adjective)}
ellipse	{(ellipse)}
bluebell	{(blue)}{(bell)}
verge	{(verge)}
crass	{(crass)}
wheezy	{(wheeze)}>y>
restocking	<re<{(stock)}
gratuitously	{(grat)>uitous>}>ly>
servilely	{(serve)>ile>}>ly>
clubbed	{(club)}
pothole	{(pot)}{(hole)}
sunbaked	{(sun)}{(bake)}
ragging	{(rag)}
hierarchic	{(hiero)(arch)>ic>}
reimbursing	<re<{<in<(burse)}
rheostats	{(rheo)(stat)}
penetrability	{(penetr)>able>}>ity>
flakier	{(flake)}>y>>er>
heptagons	{<hepta<(gon)}
oryx	{(oryx)}
blazer	{(blaze)}>er>
kingmaker	{(king)}{(make)}>er>
widening	{(wide)}>en>
ban	{(ban)}
sternness	{(sterno)}>ness>
revering	{(revere)}
spongier	{(sponge)}>y>>er>
harmfully	{(harm)}>ful>>ly>
menaced	{(menace)}
drains	{(drain)}
wristbands	{(wrist)}{(band)}
harden	{(hard)}>en>
rivalries	{(rivalry)}
lane	{(lane)}
gusty	{(gust)}>y>
mussing	{(muss)}
impiously	<im<{(pious)}>ly>
turnips	{(turnip)}
gigolos	{(gigolo)}
shivery	{(shiver)}>y>
arsenal	{(arsenal)}
interrupting	{<inter<(rupt)}
silverier	{(silver)}>y>>er>
upholstery	{<up<(holster)}>y>
finitely	{(fin)>ite>}>ly>
remitting	{(remit)}
suppurate	{(suppurate)}
vexed	{(vex)}
sanitary	{(sanit)>ory>}
sties	{(sty)}
vantage	{(vantage)}
pretentious	{(pretend)>ious>}
illusionist	{(illus)>ion>}>ist>
intoxicate	{<in<(toxico)>ic>>ate>}
runyon	{(runyon)}
redoubts	{(redoubt)}
vanguard	{(vanguard)}
damascened	{(damascene)}
shrubbery	{(shrub)}>ory>
ophthalmologist	{(ophthalmo)(log)>ist>}
comedienne	{(comedy)}>enne>
waltzes	{(waltz)}
spectres	{(spectr)}
parka	{(parka)}
prairie	{(prairie)}
wordsworth	{(word)(worth)}
outbreak	<out<{(break)}
subpoenaed	{<sub<(poena)}
brasses	{(brass)}
anthems	{(anthem)}
transforms	<trans<{(form)}
raving	{(rave)}
resettles	<re<{(settle)}
pagan	{(pagan)}
stickler	{(stickle)}>er>
unsurmountable	<un<{<sur<(mount)}>able>
promenader	{(promenade)}>er>
irrepressibly	<im<{<re<(press)}>able>>y>
heinously	{(heinous)}>ly>
engrossingly	{<en<(gross)}>ly>
crosser	{(cross)}>er>
corinthians	{(corinth)}>ian>
verdi	{(verdi)}
manhandle	{(man)}{(handle)}
heuristic	{(heuristic)}
lilly	{(lilly)}
aversion	{(averse)}>ion>
brained	{(brain)}
overshadows	<over<{(shadow)}
choristers	{(chorister)}
approbation	{<a<(prob)>ion>}
bureaus	{(bureau)}
bookshops	{(book)}{(shop)}
overconfident	<over<{(confide)}>ant>
wilds	{(wild)}
laxatives	{(lax)}>ive>
epiglottis	{<epi<(glott)>sis>}
irreproachably	<im<{(reproach)}>able>>y>
prepaying	<pre<{(pay)}
varmints	{(varmint)}
bootlegger	{(boot)}{(leg)}>er>
ideals	{(ideal)}
subcutaneously	<sub<{(cutaneous)}>ly>
culminating	{(culminate)}
pimplier	{(pimple)}>y>>er>
radio	{(radio)}
buck's	{(buck)}
hashing	{(hash)}
elasticity	{(elastic)}>ity>
pertinacious	{(pertain)>ious>}
blueprints	{(blue)}{(print)}
gushier	{(gush)}>y>>er>
pensioner	{(pension)}>er>
ostracizing	{(ostrac)>ize>}
paintbrush	{(paint)}{(brush)}
podia	{(podia)}
rendering	{(render)}
tents	{(tent)}
inadequately	<im<{(adequ)>ate>}>ly>
coins	{(coin)}
hint	{(hint)}
bitters	{(bitter)}
waymouth	{(waymouth)}
appeases	{(appease)}
preps	{(prep)}
salable	{(sale)}>able>
disconcerting	<dis<{(concert)}
backlogs	{(back)}{(log)}
lowlander	{(low)}(land)>er>
dana	{(dana)}
choirmasters	{(choir)}{(master)}
poetry	{(poet)}>ory>
commonplace	{(common)(place)}
underground	<under<{(ground)}
microscopy	{<micro<(scope)}>y>
disturbingly	{(disturb)}>ly>
grunt	{(grunt)}
californians	{(california)}>n>
flicker	{(flicker)}
supplement	{<su<(plement)}
advances	{(advance)}
argentina	{(argentina)}
calculi	{(calcul)>i>}
hypothesizing	{<hypo<(thes)>ize>}
potting	{(pot)}
smoky	{(smoke)}>y>
asinine	{(asinine)}
colonnades	{(colonnade)}
swished	{(swish)}
palmer	{(palmer)}
gladdening	{(glad)}>en>
honor	{(honor)}
wagner	{(wagner)}
slenderizing	{(slender)}>ize>
benedictines	{(bene)(dict)}>ine>
drivers	{(drive)}>er>
vague	{(vague)}
disablements	<dis<{(able)}>ment>
aperitifs	{(aperitif)}
outgrowths	<out<{(grow)>th>}
dragger	{(drag)}>er>
muster	{(muster)}
nationalize	{(nation)}>al>>ize>
sorceress	{(sorcer)>ess>}
laborer	{(labor)}>er>
impeachable	{(impeach)}>able>
laddies	{(ladd)}>y>
whippersnappers	{(whip)}>er>{(snap)}>er>
moravian	{(moravia)}>n>
alva	{(alva)}
manlike	{(man)}{(like)}
kings	{(king)}
mo	{(mo)}
signifies	{(sign)}>ify>
dependant	{<de<(pend)}>ant>
forecasted	<fore<{(cast)}
adjudicated	{<a<(judic)>ate>}
stander	{(stand)}>er>
pa's	{(pa)}
violations	{(viol)>ate>}>ion>
viscous	{(visco)>ious>}
descriptively	{<de<(script)>ive>}>ly>
globally	{(globe)}>al>>ly>
ring	{(ring)}
harpooning	{(harpoon)}
phillies	{(philly)}
verandah	{(verandah)}
canard	{(canard)}
irving	{(irving)}
ampere	{(ampere)}
pouch	{(pouch)}
garnering	{(garner)}
guerrilla	{(guerrilla)}
theories	{(theor)>y>}
corkscrews	{(cork)}{(screw)}
improvements	{(improve)}>ment>
georgians	{(george)}>ian>
brotherly	{(brother)}>ly>
caliper	{(caliper)}
conceitedness	{(conceit)}>ness>
amory	{(amory)}
highbrows	{(high)}{(brow)}
pinnacling	{(pinnacle)}
remittance	{(remit)}>ance>
rebut	{(rebut)}
umpiring	{(umpire)}
leisured	{(leisure)}
countermanding	{(counter)(mand)}
horseshit	{(horse)}{(shit)}
surmising	{(surmise)}
premonitions	{<pre<(monit)>ion>}
unfavourable	<un<{(favour)}>able>
stenographers	{(steno)(graph)>er>}
farrell	{(farrell)}
sweetens	{(sweet)}>en>
fraternal	{(fratern)>al>}
saying	{(say)}
wavering	{(waver)}
gregariously	{(greg)>ious>}>ly>
gringo	{(gringo)}
outnumbered	<out<{(number)}
clubhouse	{(club)}{(house)}
bronchial	{(bronchi)>al>}
pervasiveness	{(pervade)}>ive>>ness>
fluctuates	{(fluctuate)}
congress	{<co<(gress)}
fauns	{(faun)}
kneecap	{(knee)}{(cap)}
summaries	{(summar)>y>}
leghorn	{(leg)}{(horn)}
heptagon	{<hepta<(gon)}
ferdinand	{(ferdinand)}
classifiers	{(class)}>ify>>er>
tastiest	{(taste)}>y>>est>
manicurist	{(mani)(cure)}>ist>
incidents	{(incid)>ant>}
devilling	{(devil)}
bushing	{(bush)}
milkiest	{(milk)}>y>>est>
penumbra	{(penumbra)}
refutes	{(refute)}
disbelievers	<dis<{(believe)}>er>
confound	{<co<(found)}
prefatory	{(prefatory)}
bald	{(bald)}
mahoganies	{(mahogany)}
piked	{(pike)}
polly	{(polly)}
caddies	{(caddie)}
noosed	{(noose)}
luck	{(luck)}
rehashes	<re<{(hash)}
stints	{(stint)}
gosling	{(gosling)}
eastern	{(east)}>ern>
sluggishness	{(slug)}>ish>>ness>
farinaceous	{(farina)>ious>}
unsupportable	<un<{(support)}>able>
billposter	{(bill)}{(post)}>er>
workshop	{(work)}{(shop)}
inversion	{<in<(verse)}>ion>
imperturbability	<im<{(perturb)}>able>>ity>
credibility	{(cred)>able>}>ity>
wiriest	{(wire)}>y>>est>
pothunter	{(pot)}{(hunt)}>er>
matriarch	{(mater)(arch)}
carpentry	{(carpenter)>y>}
segmental	{(segment)}>al>
backchat	<back<{(chat)}
entomological	{(entomo)(log)>ic>>al>}
scurry	{(scurry)}
ecologists	{(eco)(log)>ist>}
fornicated	{(fornicate)}
tarry	{(tarry)}
avenges	{<a<(venge)}
towlines	{(tow)}{(line)}
baggiest	{(bag)}>y>>est>
comet	{(comet)}
pasternak	{(pasternak)}
augustin	{(augustin)}
shrapnel	{(shrapnel)}
dewey	{(dewey)}
unnecessary	<un<{(necess)>ory>}
enchantingly	{(enchant)}>ly>
undermanned	<under<{(mann)}
ratted	{(rat)}
trawled	{(trawl)}
belonged	{(belong)}
hungered	{(hunger)}
oman	{(oman)}
pilot's	{(pilot)}
gunther	{(gunther)}
suttee	{(suttee)}
agreement	{(agree)}>ment>
calls	{(call)}
dovetails	{(dove)}{(tail)}
limpness	{(limp)}>ness>
kinship	{(kin)}>ship>
linguist	{(lingu)>ist>}
moocows	{(moo)}{(cow)}
quakers	{(quaker)}
intermarrying	<inter<{(marry)}
springiest	{(spring)}>y>>est>
skaters	{(skate)}>er>
legs	{(leg)}
contagious	{(contag)>ious>}
joyrides	{(joy)}{(ride)}
abashes	{(abash)}
elapses	{(elapse)}
booklet	{(book)}>let>
quadrilateral	<quad<{(lateral)}
extremity	{(extreme)}>ity>
interceded	<inter<{(cede)}
sibyl	{(sibyl)}
gossips	{(gossip)}
coxcomb	{(cox)}{(comb)}
fester	{(fester)}
barracking	{(barrack)}
nullity	{(null)}>ity>
declassification	<de<{(class)}>ify>>ion>
capsized	{(capsize)}
timed	{(time)}
accomplishing	{(accomplish)}
rafters	{(rafter)}
revelatory	{(reveal)}>ory>
undulated	{(undulate)}
crusaded	{(crusade)}
lull	{(lull)}
intermarriages	<inter<{(marriage)}
lasciviously	{(lascivious)}>ly>
spore	{(spor)}
massively	{(mass)}>ive>>ly>
flexed	{(flex)}
knapsack	{(knap)(sack)}
pagans	{(pagan)}
detribalization	<de<{(tribe)}>al>>ize>>ion>
chevrolet	{(chevrolet)}
fluorescence	{(fluor)>esc>}>ance>
tilers	{(tile)}>er>
marque	{(marque)}
luxuriant	{(luxury)}>ant>
nakedness	{(naked)}>ness>
lucifer's	{(lucifer)}
bilingual	<bi<{(lingu)>al>}
hopefuls	{(hope)}>ful>
stimulatory	{(stimul)>ate>}>ory>
marshals	{(marshall)}
cruelest	{(cruel)}>est>
experientially	{(experience)}>al>>ly>
expiate	{(expiate)}
lewis	{(lewis)}
minnows	{(minnow)}
amortization	{<a<(mort)>ize>}>ion>
scurfy	{(scurf)}>y>
agues	{(ague)}
consciously	{(conscious)}>ly>
casuistry	{(casuist)}>ory>
censoriousness	{(cens)>or>}>ious>>ness>
capillary	{(capillary)}
astonishment	{(astonish)}>ment>
tatian	{(tat)}{(ian)}
wreathe	{(wreathe)}
terraced	{(terrace)}
motivates	{(motive)}>ate>
pseudonyms	{(pseudo)(nym)}
councils	{(counsel)}
freddie	{(freddie)}
decasyllabic	<deca<{(syllab)>ic>}
spryer	{(spry)}>er>
masseuse	{(masseuse)}
journalists	{(journ)>al>}>ist>
tornadoes	{(tornado)}
untangles	<un<{(tangle)}
drooled	{(drool)}
ecstatic	{(ecstatic)}
methyl	{(methyl)}
rove	{(rove)}
brookfield	{(brookfield)}
sharpened	{(sharp)}>en>
traveller	{(travel)}>er>
beseemed	<be<{(seem)}
licensed	{(license)}
plantings	{(plant)}
impugns	{<in<(pugn)}
viewfinders	{(view)}{(find)}>er>
skimmed	{(skim)}
skateboards	{(skate)}{(board)}
prosodically	{(prosodic)}>ly>
colloidal	{(colloid)}>al>
dogleg	{(dog)}{(leg)}
plaids	{(plaid)}
brusque	{(brusque)}
guided	{(guide)}
whaddya	{(whaddya)}
accomplishes	{(accomplish)}
tureens	{(tureen)}
fittings	{(fit)}
honeymooners	{(honey)}{(moon)}>er>
gambler	{(gamble)}>er>
monmouth	{(monmouth)}
ensconcing	{<en<(sconce)}
replied	{(reply)}
potters	{(pot)}>er>
heartiness	{(heart)}>y>>ness>
substitute	{<sub<(stitute)}
filthily	{(filth)}>y>>ly>
roughcasting	{(rough)}{(cast)}
anemometers	{(anemometer)}
explanatory	{(explain)}>ory>
hepatitis	{(hepat)>itis>}
shrives	{(shrive)}
switchboards	{(switch)}{(board)}
scarcity	{(scarce)}>ity>
search	{(search)}
illimitable	<im<{(limit)}>able>
barbarize	{(barbar)>ize>}
colombia	{(colombia)}
electrocution	{(electro)(cute)}>ion>
sewerages	{(sewer)}>age>
aisle	{(aisle)}
varicose	{(varicose)}
deduction	{<de<(duct)}>ion>
livability	{(live)}>able>>ity>
behaviourist	{(behave)}>our>>ist>
franker	{(frank)}>er>
heartless	{(heart)}>less>
freewheel	{(free)}{(wheel)}
place	{(place)}
disentangle	<dis<<en<{(tangle)}
lanolin	{(lanolin)}
copybooks	{(copy)}{(book)}
gallon	{(gallon)}
harvesters	{(harvest)}>er>
smiling	{(smile)}
archdiocese	(arch){(diocese)}
penny	{(penny)}
arcing	{(arc)}
fantasias	{(fantasy)>a>}
oafish	{(oaf)}>ish>
registering	{(register)}
leader's	{(lead)}>er>
presidential	{(preside)>ant>}>al>
breathalysing	{(breath)>a>>ize>}
irrelevancies	<im<{(relev)>ance>}>y>
woolgathered	{(wool)}{(gather)}
bowdlerizing	{(bowdler)}>ize>
gerrymander	{(gerrymander)}
doyle's	{(doyle)}
mare's	{(mare)}
extension	{<ex<(tend)}>ion>
folklike	{(folk)}{(like)}
sprats	{(sprat)}
bludgeons	{(bludgeon)}
outlying	<out<{(lie)}
restaurateurs	{(restaurateur)}
mortifying	{(mort)>ify>}
incisors	{<in<(cise)}>or>
twelfth	{(twelve)}>th>
proclaims	{<pro<(claim)}
fumigated	{(fumigate)}
plovers	{(plover)}
funnelling	{(funnel)}
bathtubs	{(bath)}{(tube)}
breeches	{(breech)}
telemeters	{(tele)(meter)}
grayed	{(gray)}
gus	{(gus)}
necessarily	{(necess)>ory>}>ly>
bleeped	{(bleep)}
abnormality	<ab<{(norm)>al>}>ity>
grease	{(grease)}
inning	{(inn)}
roan	{(roan)}
much	{(much)}
tool	{(tool)}
freestone	{(free)(stone)}
klan	{(klan)}
reconverting	<re<{<co<(vert)}
airplanes	{(air)}{(plane)}
pole	{(pole)}
outflow	<out<{(flow)}
indonesian	{(indo)(nesia)}>n>
lined	{(line)}
pacts	{(pact)}
unlikely	<un<{(like)}>ly>
affirms	{<a<(firm)}
platoons	{(platoon)}
giddily	{(giddy)}>ly>
volatilization	{(volatile)}>ize>>ion>
middlings	{(middle)}
organ	{(organ)}
failing	{(fail)}
breathalysers	{(breath)>a>>ize>}>er>
outreach	<out<{(reach)}
ode	{(ode)}
rigors	{(rigor)}
provocations	{(provoke)}>ion>
copings	{(cope)}
claymore	{(claymore)}
unanswerable	<un<{(answer)}>able>
tributaries	{(tribute)}>ory>
woke	{(woke)}
helium	{(helium)}
woodcutters	{(wood)}{(cut)}>er>
judicature	{(judic)>ure>}
extraordinary	{<extra<(ordin)>ory>}
trafficked	{(traffic)}
wakes	{(wake)}
homer's	{(homer)}
anthologizing	{(antho)(log)>ize>}
employs	{(employ)}
gauntlets	{(gauntlet)}
conflation	{<co<(flate)}>ion>
natty	{(natty)}
felix	{(felix)}
dill	{(dill)}
unschooled	<un<{(school)}
undergraduate	<under<{(graduate)}
consternates	{(consternate)}
truancies	{(tru)>ancy>}
ameliorating	{<a<(meliorate)}
civilly	{(civil)}>y>
renowned	{(renown)}
custodians	{(custody)}>ian>
parisian	{(paris)}>ian>
wales	{(wales)}
oilrig	{(oil)}{(rig)}
julep	{(julep)}
kingfisher	{(king)}{(fish)}>er>
nitpicks	{(nit)}{(pick)}
expand	{(expand)}
damnable	{(damn)}>able>
bonnet	{(bonnet)}
voter	{(vote)}>er>
castles	{(castle)}
imagined	{(imagine)}
mooring	{(moor)}
plato's	{(plato)}
dumbfounded	{(dumb)(found)}
agglomeration	{<a<(glomer)>ate>}>ion>
studding	{(stud)}
secs	{(sec)}
molehill	{(mole)}{(hill)}
speculate	{(specul)>ate>}
oftenest	{(often)}>est>
he's	{(he)}
lords	{(lord)}
earthing	{(earth)}
grant's	{(grant)}
adjust	{<a<(just)}
discovered	{(discover)}
smooches	{(smooch)}
interlocking	<inter<{(lock)}
existential	{(exist)}>ance>>al>
copestones	{(cope)}{(stone)}
homogeneity	{(homo)(gen)>ity>}
claire	{(claire)}
hereditary	{(herit)>ory>}
progressing	{<pro<(gress)}
galvanizes	{(galvan)>ize>}
unpicks	<un<{(pick)}
indictments	{(indict)}>ment>
statelessness	{(state)}>less>>ness>
swede	{(swede)}
fastened	{(fast)}>en>
loquaciousness	{(loqu)>ious>}>ness>
waffled	{(waffle)}
disabusing	<dis<{(abuse)}
state	{(state)}
hydrangeas	{(hydrangea)}
regrouped	<re<{(group)}
ascertain	{<a<(certain)}
marginal	{(margin)}>al>
deny	{(deny)}
cherubs	{(cherub)}
etchings	{(etch)}
immovable	<im<{(move)}>able>
sideboard	{(side)}{(board)}
statute	{(statute)}
cantor	{(cantor)}
corollas	{(corolla)}
abashing	{(abash)}
observational	{(observe)}>ion>>al>
keith	{(keith)}
outrank	<out<{(rank)}
visionaries	{(vis)>ion>}>ory>
dinkier	{(dinky)}>er>
demarcation	{<de<(mark)>ate>}>ion>
usherette	{(usher)}>ette>
wills	{(will)}
moonlighter	{(moon)}{(light)}>er>
leek	{(leek)}
scrounges	{(scrounge)}
vets	{(vet)}
scarier	{(scare)}>y>>er>
retreats	{(retreat)}
pixels	{(pixel)}
walls	{(wall)}
dishonestly	<dis<{(honest)}>ly>
explicate	{(<ex<(plic)>ate>)}
maoists	{(mao)}>ist>
disbelieves	<dis<{(belief)}
truffles	{(truffle)}
homogeneous	{(homo)(gen)>ious>}
thirteen	{(three)}>teen>
whets	{(whet)}
loudspeakers	{(loud)}{(speak)}>er>
whomever	{(whom)}{(ever)}
stacked	{(stack)}
abominating	{(abomin)>ate>}
resuspended	<re<{<sus<(pend)}
autonomic	{<auto<(nomin)>ic>}
liniment	{(liniment)}
abruptly	{(abrupt)}>ly>
thru	{(thru)}
outlawing	<out<{(law)}
aerogenes	{(aero)}{(gen)}
cognacs	{(cognac)}
circularized	{(circle)>ar>}>ize>
traducers	{<trans<(duct)}>er>
newscasts	{(new)}{(cast)}
honeycombing	{(honey)}{(comb)}
carols	{(carol)}
retires	{(retire)}
oriented	{(orient)}
prussia	{(prussia)}
startled	{(startle)}
fanciers	{(fancy)}>er>
payson	{(payson)}
clip	{(clip)}
recessive	{<re<(cess)}>ive>
outdone	<out<{(done)}
birched	{(birch)}
lewis's	{(lewis)}
enos	{(enos)}
fascist	{(fasc)>ist>}
fungal	{(fung)>al>}
extradite	{(extradite)}
viscount	{(viscount)}
cassiopeia	{(cassiopeia)}
authenticated	{(authent)>ic>}>ate>
protectorates	{(protect)}>or>>ate>
elliptically	{(elliptic)}>ly>
fictionalizing	{(fict)>ion>}>al>>ize>
hairstylists	{(hair)}{(style)}>ist>
landsman	{(land)}(man)
tangibility	{(tangible)}>ity>
shuttering	{(shut)}>er>
mobilizing	{(mobile)}>ize>
enhanced	{(enhance)}
hebrew	{(hebrew)}
frothily	{(froth)}>y>>ly>
decision	{(decide)}>ion>
tipples	{(tipple)}
excuses	{(excuse)}
oboist	{(oboe)}>ist>
transistorizes	{<trans<(sist)>or>}>ize>
attestations	{(attest)}>ion>
untellable	<un<{(tell)}>able>
gambians	{(gambia)}>n>
smooth	{(smooth)}
roses	{(rose)}
meads	{(meads)}
convex	{(convex)}
dixies	{(dixie)}
voicing	{(voice)}
roll	{(roll)}
physicists	{(phys)>ic>>ist>}
playful	{(play)}>ful>
inwards	{(in)}>ward>
supporting	{(support)}
animalism	{(animal)}>ism>
register	{(register)}
ingots	{(ingot)}
sack	{(sack)}
impracticality	<im<{(pract)>ic>>al>}>ity>
gatehouse	{(gate)}{(house)}
alien	{(alien)}
viceroy	{(vice)(roy)}
beverage	{(beverage)}
infringed	{<in<(fringe)}
secrecy	{(secrecy)}
bandbox	{(band)}{(box)}
galtier's	{(gal)}{(tier)}
hotham	{(hot)}{(ham)}
snoopers	{(snoop)}>er>
chickens	{(chick)>en>}
compensate	{(compensate)}
atop	{<a<(top)}
sloppiest	{(slop)}>y>>est>
germantown	{(german)(town)}
depreciating	{<de<(preci)>ate>}
nagasaki	{(nagasaki)}
securities	{(secure)}>ity>
tumor	{(tumor)}
allies	{(ally)}
willowy	{(willow)}>y>
scrimshaw	{(scrimshaw)}
swoop	{(swoop)}
princess	{(prince)}>ess>
grimmer	{(grimm)}>er>
loathes	{(loathe)}
falsetto	{(falsetto)}
resplendency	{(resplend)>ance>}>y>
imputed	{(impute)}
borates	{(bor)>ate>}
directs	{(direct)}
proscriptions	{<pro<(script)>ion>}
aboriginal	{<ab<(origin)>al>}
outrages	<out<{(rage)}
pouting	{(pout)}
tip	{(tip)}
oatcakes	{(oat)}{(cake)}
glossed	{(gloss)}
uprising	<up<{(rise)}
maxim	{(maxim)}
lames	{(lame)}
society	{(socio)>ity>}
protegees	{(protegee)}
whaled	{(whale)}
today'll	{(to)(day)}>ll>
jerkins	{(jerkin)}
militarist	{(militar)>ist>}
subheadings	<sub<{(head)}
balloonists	{(balloon)}>ist>
vanishes	{(vanish)}
disfranchised	<dis<{(franchise)}
swiss	{(swiss)}
ingenuously	{<in<(geni)>ious>}>ly>
facetiousness	{(facetious)}>ness>
concerts	{(concert)}
embezzled	{(embezzle)}
belays	<be<{(lay)}
contravened	{(contra)(vene)}
illumining	{<in<(lumin)}
inspectorships	{<in<(spect)}>or>>ship>
sapphic	{(sapphic)}
where	{(where)}
gudgeon	{(gudgeon)}
raids	{(raid)}
mommy	{(mom)}>y>
rwandans	{(rwanda)}>n>
dingles	{(dingle)}
gerontology	{(geront)(log)>y>}
unscientific	<un<{(sci)>ant>>ic>}
dot	{(dot)}
poacher	{(poach)}>er>
stumble	{(stumble)}
teller	{(tell)}>er>
waybills	{(way)}{(bill)}
